CrsCode,StationName,Easting,Northing,RevisionNumber,Grid Reference,Latitude,Longitude
KGE,Kingsknowe Rail Station,321040,670248,2,NT 21040 70248,55.918812,-3.2649661
KGX,London Kings Cross Rail Station,530300,183000,1,TQ 30300 83000,51.530882,-0.12292599
KNI,Knighton Rail Station,329100,272400,1,SO 29100 72400,52.345071,-3.0421957
KLY,Kenley Rail Station,532420,160120,2,TQ 32420 60120,51.324775,-0.10092542
KNN,Kings Norton Rail Station,404700,279590,2,SP 04700 79590,52.414289,-1.9323257
KNA,Knaresborough Rail Station,434805,457130,4,SE 34805 57130,54.009022,-1.4704162
KIT,Kintbury Rail Station,438635,167200,1,SU 38635 67200,51.402520,-1.4459889
KNO,Knottingley Rail Station,449000,423600,1,SE 49000 23600,53.706536,-1.2591782
KTN,Kentish Town Rail Station,529035,185150,2,TQ 29035 85150,51.550493,-0.14036498
KTW,Kentish Town West Rail Station,528610,184700,2,TQ 28610 84700,51.546546,-0.14665551
KNU,Knucklas Rail Station,325400,274100,1,SO 25400 74100,52.359860,-3.0968774
KNF,Knutsford Rail Station,375320,378380,2,SJ 75320 78380,53.301789,-2.3717906
KGN,Kings Nympton Rail Station,266212,116910,2,SS 66212 16910,50.936072,-3.9054106
KBF,Kirkby-in-Furness Rail Station,322700,482540,2,SD 22700 82540,54.232708,-3.1873757
KRK,Kirkconnel Rail Station,273500,612300,1,NS 73500 12300,55.388302,-3.9985002
KKD,Kirkdale Rail Station,334926,394240,2,SJ 34926 94240,53.440897,-2.9811168
KKH,Kirkhill Rail Station,264300,659975,2,NS 64300 59975,55.813912,-4.1671046
KKN,Kirknewton Rail Station,310500,667100,1,NT 10500 67100,55.888689,-3.4325115
KWD,Kirkwood Rail Station,271870,664230,1,NS 71870 64230,55.854187,-4.0483982
KKB,Kirkby in Ashfield Rail Station,450110,356138,2,SK 50110 56138,53.100097,-1.2530567
KTL,Kirton Lindsey Rail Station,493400,399600,1,SK 93400 99600,53.484838,-0.59391342
KSN,Kearsney Rail Station,628938,143992,1,TR 28938 43992,51.149374,1.2720613
KSW,Kirkby Stephen Rail Station,376200,506670,2,NY 76200 06670,54.454855,-2.3685966
KBK,Kents Bank Rail Station,339700,475630,1,SD 39700 75630,54.172901,-2.9252292
KNT,Kenton Rail Station,516710,188335,2,TQ 16710 88335,51.581800,-0.31698092
KIV,Kiveton Bridge Rail Station,448890,382923,2,SK 48890 82923,53.340956,-1.2671794
KVP,Kiveton Park Rail Station,450715,382470,3,SK 50715 82470,53.336713,-1.2398445
KYL,Kyle of Lochalsh Rail Station,176247,827123,3,NG 76247 27123,57.279771,-5.7138125
LDY,Ladybank Rail Station,330600,709600,1,NO 30600 09600,56.273780,-3.1222751
LAI,Laindon Rail Station,568118,188190,2,TQ 68118 88190,51.567522,0.42428892
LRG,Lairg Rail Station,258265,903922,2,NC 58265 03922,58.001828,-4.3998887
LKE,Lake (Isle of Wight) Rail Station,459038,83308,1,SZ 59038 83308,50.646475,-1.1663485
LAK,Lakenheath Rail Station,572390,286293,2,TL 72390 86293,52.447399,0.53519762
GSC,Gilshochill Rail Station,257365,669490,3,NS 57365 69490,55.897336,-4.2826844
LAM,Lamphey Rail Station,201400,200400,1,SN 01400 00400,51.667185,-4.8732562
LNK,Lanark Rail Station,288575,643660,2,NS 88575 43660,55.673606,-3.7732902
LAN,Lancaster Rail Station,347230,461720,2,SD 47230 61720,54.048728,-2.8074576
LLJ,Llandudno Junction Rail Station,279488,377857,3,SH 79488 77857,53.283942,-3.8091018
LLF,Llanfairfechan Rail Station,267800,375200,1,SH 67800 75200,53.257286,-3.9832025
LNY,Langley (Berks) Rail Station,501300,179800,1,TQ 01300 79800,51.508061,-0.54175615
LAP,Lapford Rail Station,272655,107950,2,SS 72655 07950,50.857001,-3.8106388
LPW,Lapworth Rail Station,418785,271610,2,SP 18785 71610,52.342249,-1.7256912
LBT,Larbert Rail Station,286000,682600,1,NS 86000 82600,56.022703,-3.8305806
LAR,Largs Rail Station,220344,659215,2,NS 20344 59215,55.792742,-4.8671974
LRH,Larkhall Rail Station,276065,651235,1,NS 76065 51235,55.738594,-3.9755116
LWH,Lawrence Hill Rail Station,360881,173377,2,ST 60881 73377,51.458010,-2.5644297
LAY,Layton (Lancs) Rail Station,332315,438160,2,SD 32315 38160,53.835266,-3.0299904
LZB,Lazonby & Kirkoswald Rail Station,354835,539725,2,NY 54835 39725,54.750435,-2.7032086
LBR,Llanbedr Rail Station,257900,326900,1,SH 57900 26900,52.820849,-4.1101973
LGJ,Loughborough Junction Rail Station,531925,175855,2,TQ 31925 75855,51.466296,-0.10218208
LHE,Loch Eil Outward Bound Rail Station,205500,778300,1,NN 05500 78300,56.855266,-5.1915764
LCL,Lochailort Rail Station,176900,782600,1,NM 76900 82600,56.880962,-5.6633948
LIC,Lichfield City Rail Station,411900,309175,4,SK 11900 09175,52.680145,-1.8254197
LCS,Locheilside Rail Station,199500,778600,1,NM 99500 78600,56.855406,-5.2900363
LCG,Lochgelly Rail Station,318500,694400,1,NT 18500 94400,56.135328,-3.3129397
LCC,Lochluichart Rail Station,232335,862562,2,NH 32335 62562,57.621756,-4.8090487
LIF,Lichfield Trent Valley High Level Rail Station,413600,309930,2,SK 13600 09930,52.686892,-1.8002437
LTV,Lichfield Trent Valley Rail Station,413601,309930,2,SK 13601 09930,52.686892,-1.8002289
LHW,Lochwinnoch Rail Station,236060,657970,1,NS 36060 57970,55.787154,-4.6160752
LOC,Lockerbie Rail Station,313780,581800,3,NY 13780 81800,55.123052,-3.3535328
LED,Ledbury Rail Station,370890,238625,4,SO 70890 38625,52.045249,-2.4258603
LID,Lidlington Rail Station,498936,239106,1,SP 98936 39106,52.041535,-0.55892838
LAD,Ladywell Rail Station,537730,174890,1,TQ 37730 74890,51.456243,-0.019040691
LEA,Leagrave Rail Station,506145,224080,1,TL 06145 24080,51.905157,-0.45850264
LEH,Lea Hall Rail Station,414630,286990,1,SP 14630 86990,52.480641,-1.7860118
LHM,Lealholm Rail Station,476220,507880,1,NZ 76220 07880,54.460590,-0.82571530
LSW,Leasowe Rail Station,327000,390700,1,SJ 27000 90700,53.408044,-3.0995937
LDS,Leeds Rail Station,429870,433352,2,SE 29870 33352,53.795625,-1.5480255
LEE,Lee Rail Station,540010,174230,2,TQ 40010 74230,51.449753,0.013492793
LEG,Lea Green Rail Station,351924,392469,2,SJ 51924 92469,53.426808,-2.7249775
LIH,Leigh (Kent) Rail Station,554555,146175,1,TQ 54555 46175,51.193899,0.21049492
LEL,Lelant Rail Station,154770,37220,3,SW 54770 37220,50.184123,-5.4365465
LTS,Lelant Saltings Rail Station,154430,36640,2,SW 54430 36640,50.178775,-5.4409257
LEN,Lenham Rail Station,589130,151850,1,TQ 89130 51850,51.234484,0.70775901
LNZ,Lenzie Rail Station,265500,671900,1,NS 65500 71900,55.921317,-4.1538904
LEO,Leominster Rail Station,350210,258860,2,SO 50210 58860,52.225680,-2.7303410
LEI,Leicester Rail Station,459300,304100,1,SK 59300 04100,52.631424,-1.1252755
LHD,Leatherhead Rail Station,516300,156840,2,TQ 16300 56840,51.298816,-0.33323197
LEU,Leuchars Rail Station,344900,720670,1,NO 44900 20670,56.375101,-2.8937130
LWS,Lewes Rail Station,541621,109830,1,TQ 41621 09830,50.870630,0.011330519
LEW,Lewisham Rail Station,538050,175950,1,TQ 38050 75950,51.465690,-0.014024420
LEY,Leyland Rail Station,354730,422710,1,SD 54730 22710,53.698853,-2.6871451
LEM,Leyton Midland Road Rail Station,538150,187530,2,TQ 38150 87530,51.569724,-0.0080506319
LPG,Llanfairpwll Rail Station,252600,371600,1,SH 52600 71600,53.220943,-4.2092153
LGB,Langbank Rail Station,238562,673180,1,NS 38562 73180,55.924518,-4.5852744
LGF,Longfield Rail Station,560129,168857,1,TQ 60129 68857,51.396154,0.30036415
LHO,Langho Rail Station,370550,434375,2,SD 70550 34375,53.804830,-2.4486590
LGM,Langley Mill Rail Station,444960,346960,1,SK 44960 46960,53.018059,-1.3312444
LGG,Langley Green Rail Station,399760,288440,1,SO 99760 88440,52.493870,-2.0049640
LAG,Langwith - Whaley Thorns Rail Station,452875,370825,2,SK 52875 70825,53.231839,-1.2093436
LGD,Lingwood Rail Station,636317,308423,2,TG 36317 08423,52.622100,1.4899445
LES,Leigh-on-Sea Rail Station,583200,185790,5,TQ 83200 85790,51.541272,0.64041128
LVN,Littlehaven Rail Station,518621,132520,1,TQ 18621 32520,51.079750,-0.30798053
LHS,Limehouse Rail Station,536120,181111,2,TQ 36120 81111,51.512535,-0.039802864
LCN,Lincoln Central Rail Station,497571,370888,1,SK 97571 70888,53.226086,-0.53992193
LFD,Lingfield Rail Station,539400,143800,1,TQ 39400 43800,51.176451,-0.0071646270
LIP,Liphook Rail Station,484156,130905,4,SU 84156 30905,51.071315,-0.80022845
LSK,Liskeard Rail Station,224760,63695,4,SX 24760 63695,50.446863,-4.4695750
LIS,Liss Rail Station,477712,127718,2,SU 77712 27718,51.043569,-0.89286714
LTL,Littleborough Rail Station,393840,416280,1,SD 93840 16280,53.642994,-2.0946514
LST,London Liverpool Street Rail Station,533216,181641,2,TQ 33216 81641,51.517989,-0.081426022
LCK,Lockwood Rail Station,413270,415375,2,SE 13270 15375,53.634732,-1.8007908
LLN,Llandaf Rail Station,314830,179550,2,ST 14830 79550,51.508437,-3.2286123
LNB,Llanbradach Rail Station,314700,190100,1,ST 14700 90100,51.603254,-3.2330475
LLT,Llanbister Road Rail Station,317420,271620,1,SO 17420 71620,52.336423,-3.2134207
LLL,Llandeilo Rail Station,263350,222620,1,SN 63350 22620,51.885343,-3.9868897
LLO,Llandrindod Rail Station,305930,261360,1,SO 05930 61360,52.242358,-3.3791379
LLV,Llandovery Rail Station,276320,234520,1,SN 76320 34520,51.995311,-3.8028288
LLI,Llandybie Rail Station,262000,215500,1,SN 62000 15500,51.821034,-4.0036472
LLG,Llangadog Rail Station,269960,228550,1,SN 69960 28550,51.940211,-3.8931470
LLM,Llangammarch Rail Station,293630,247360,1,SN 93630 47360,52.114297,-3.5548165
LLH,Llangennech Rail Station,256400,201200,1,SN 56400 01200,51.691134,-4.0789293
LGO,Llangynllo Rail Station,320990,273030,1,SO 20990 73030,52.349623,-3.1613692
LLR,Llanharan Rail Station,300170,183060,0,ST 00170 83060,51.537584,-3.4407782
LTH,Llanhilleth Rail Station,321645,200783,0,SO 21645 00783,51.700299,-3.1351875
LLS,Llanishen Rail Station,318110,182200,1,ST 18110 82200,51.532745,-3.1819783
LLE,Llanelli Rail Station,250650,199445,3,SS 50650 99445,51.673865,-4.1613034
LAS,Llansamlet Rail Station,269740,197540,1,SS 69740 97540,51.661501,-3.8846852
LWM,Llantwit Major Rail Station,297050,168900,1,SS 97050 68900,51.409746,-3.4816171
LNR,Llanwrda Rail Station,271500,231000,1,SN 71500 31000,51.962585,-3.8716738
LNW,Llanwrtyd Rail Station,288310,246410,1,SN 88310 46410,52.104709,-3.6321633
LLY,Llwynypia Rail Station,299500,193800,1,SS 99500 93800,51.634001,-3.4535134
LMS,Leamington Spa Rail Station,431735,265251,1,SP 31735 65251,52.284489,-1.5362100
LYP,Lymington Pier Rail Station,433287,95517,2,SZ 33287 95517,50.758299,-1.5294469
LYT,Lymington Town Rail Station,432741,95804,4,SZ 32741 95804,50.760910,-1.5371620
LLA,Llanaber Rail Station,259870,318010,1,SH 59870 18010,52.741501,-4.0771757
LAC,Lancing Rail Station,518200,104400,3,TQ 18200 04400,50.827082,-0.32310926
LLC,Llandecwyn Rail Station,261800,337900,1,SH 61800 37900,52.920683,-4.0570346
LBG,London Bridge Rail Station,532930,180190,2,TQ 32930 80190,51.505017,-0.086092083
LBG,London Bridge Rail Station,532930,180200,3,TQ 32930 80200,51.505107,-0.086088317
LDN,Llandanwg Rail Station,257030,328630,1,SH 57030 28630,52.836160,-4.1238566
LAW,Landywood Rail Station,398695,306535,2,SJ 98695 06535,52.656539,-2.0207277
LBK,Long Buckby Rail Station,462400,266680,1,SP 62400 66680,52.294715,-1.0864668
LNG,Longcross Rail Station,497897,166062,1,SU 97897 66062,51.385171,-0.59456998
LGE,Long Eaton Rail Station,448040,332185,2,SK 48040 32185,52.884986,-1.2875205
LND,Longniddry Rail Station,344660,676300,1,NT 44660 76300,55.976483,-2.8883430
LPT,Longport Rail Station,385585,349423,2,SJ 85585 49423,53.041880,-2.2164478
LIN,Linlithgow Rail Station,300510,677090,1,NT 00510 77090,55.976451,-3.5958521
LWR,Llanrwst Rail Station,280063,361693,2,SH 80063 61693,53.138849,-3.7944010
LGS,Langside Rail Station,257420,661000,1,NS 57420 61000,55.821132,-4.2773400
LGN,Longton Rail Station,390900,343633,2,SJ 90900 43633,52.989951,-2.1370106
LHA,Loch Awe Rail Station,212380,727460,1,NN 12380 27460,56.402015,-5.0419753
LBO,Loughborough (Leics) Rail Station,454335,320455,3,SK 54335 20455,52.778953,-1.1959285
LOB,Longbridge Rail Station,401370,277600,1,SP 01370 77600,52.396417,-1.9812915
LOF,London Fields Rail Station,534790,184260,1,TQ 34790 84260,51.541151,-0.057753371
LGK,Longbeck Rail Station,462750,521990,2,NZ 62750 21990,54.589217,-1.0304729
LOO,Looe Rail Station,225390,53920,1,SX 25390 53920,50.359224,-4.4561636
LOT,Lostock Rail Station,367367,408594,3,SD 67367 08594,53.572926,-2.4942661
LOW,Lowdham Rail Station,467305,345910,2,SK 67305 45910,53.006283,-0.99841903
LWT,Lowestoft Rail Station,654747,292890,4,TM 54747 92890,52.474436,1.7497079
LPR,Long Preston Rail Station,383350,457900,1,SD 83350 57900,54.016836,-2.2555920
LRD,London Road (Guildford) Rail Station,500264,150030,1,TQ 00264 50030,51.240648,-0.56506895
LAU,Laurencekirk Rail Station,371670,771750,0,NO 71670 71750,56.836345,-2.4659256
LTG,Lostock Gralam Rail Station,369070,374620,1,SJ 69070 74620,53.267663,-2.4652030
LOH,Lostock Hall Rail Station,354735,425535,2,SD 54735 25535,53.724243,-2.6874833
LOS,Lostwithiel Rail Station,210660,59765,4,SX 10660 59765,50.407176,-4.6659657
LSY,Lower Sydenham Rail Station,536830,171370,1,TQ 36830 71370,51.424829,-0.033345484
LET,Letchworth Rail Station,521712,232758,1,TL 21712 32758,51.979962,-0.22926415
LVT,Lisvane & Thornhill Rail Station,317880,183520,1,ST 17880 83520,51.544577,-3.1856018
LIT,Littlehampton Rail Station,502540,102180,3,TQ 02540 02180,50.810107,-0.54599480
LTK,Little Kimble Rail Station,482349,206620,1,SP 82349 06620,51.752230,-0.80845239
LTP,Littleport Rail Station,557480,287460,1,TL 57480 87460,52.462379,0.31655923
LTT,Little Sutton Rail Station,337210,376920,1,SJ 37210 76920,53.285513,-2.9432924
LBZ,Leighton Buzzard Rail Station,491091,225024,1,SP 91091 25024,51.916304,-0.67700735
LUD,Ludlow Rail Station,351335,275045,2,SO 51335 75045,52.371277,-2.7162168
LLD,Llandudno Rail Station,278400,382000,3,SH 78400 82000,53.320915,-3.8270011
LTN,Luton Airport Parkway Rail Station,510533,220534,2,TL 10533 20534,51.872436,-0.39588100
LUT,Luton Rail Station,509259,221604,2,TL 09259 21604,51.882303,-0.41404021
LUX,Luxulyan Rail Station,204805,58070,2,SX 04805 58070,50.390034,-4.7473838
LVM,Levenshulme Rail Station,387300,394172,2,SJ 87300 94172,53.444161,-2.1926697
LSN,Livingston North Rail Station,303537,668663,1,NT 03537 68663,55.901382,-3.5443508
LVG,Livingston South Rail Station,306140,665300,1,NT 06140 65300,55.871692,-3.5015691
LVC,Liverpool Central Rail Station,335000,390200,1,SJ 35000 90200,53.404598,-2.9791681
LVC,Liverpool Central Loop Line,335001,390200,3,SJ 35001 90200,53.404598,-2.9791530
LIV,Liverpool Lime Street Rail Station,335100,390500,1,SJ 35100 90500,53.407307,-2.9777260
LVL,Liverpool Lime Street Low Level Rail Station,335100,390600,2,SJ 35100 90600,53.408205,-2.9777466
LPY,Liverpool South Parkway Rail Station,340920,384909,2,SJ 40920 84909,53.357742,-2.8891428
LGW,Langwathby Rail Station,357320,533460,1,NY 57320 33460,54.694356,-2.6636837
LYD,Lydney Rail Station,363420,201845,2,SO 63420 01845,51.714134,-2.5308637
LYE,Lye (West Midlands) Rail Station,392220,284670,1,SO 92220 84670,52.459920,-2.1159292
LYC,Lympstone Commando Rail Station,298260,85720,1,SX 98260 85720,50.662236,-3.4408397
LYM,Lympstone Village Rail Station,298925,84156,2,SX 98925 84156,50.648291,-3.4310066
ANF,Ashurst New Forest Rail Station,433392,110147,2,SU 33392 10147,50.889849,-1.5266307
LLW,Llwyngwril Rail Station,258920,309720,1,SH 58920 09720,52.666780,-4.0876789
LTM,Lytham Rail Station,336510,427420,3,SD 36510 27420,53.739280,-2.9640396
LER,Leytonstone High Road Rail Station,539310,186875,2,TQ 39310 86875,51.563553,0.0084163941
MAC,Macclesfield Rail Station,391960,373600,2,SJ 91960 73600,53.259340,-2.1219818
MEW,Maesteg (Ewenny Road) Rail Station,285900,190900,1,SS 85900 90900,51.605340,-3.6489909
MST,Maesteg Rail Station,285520,191420,1,SS 85520 91420,51.609937,-3.6546455
MAG,Maghull Rail Station,338360,401490,3,SD 38360 01490,53.506468,-2.9308529
MAL,Malden Manor Rail Station,521090,166510,2,TQ 21090 66510,51.384728,-0.26127398
MLT,Malton Rail Station,478690,471360,1,SE 78690 71360,54.132074,-0.79722209
MNE,Manea Rail Station,547928,291110,2,TL 47928 91110,52.497837,0.17769366
MNG,Manningtree Rail Station,609374,232220,1,TM 09374 32220,51.949050,1.0452399
MAS,Manors Rail Station,425400,564310,1,NZ 25400 64310,54.972763,-1.6047410
MNP,Manor Park Rail Station,541973,185716,2,TQ 41973 85716,51.552475,0.046341539
MRN,Marden Rail Station,574375,144725,1,TQ 74375 44725,51.175174,0.49316925
MAR,Margate Rail Station,634720,170550,3,TR 34720 70550,51.385427,1.3720033
MLW,Marlow Rail Station,485590,186512,1,SU 85590 86512,51.570992,-0.76643075
MPL,Marple Rail Station,396290,389320,1,SJ 96290 89320,53.400691,-2.0572633
MTO,Marton Rail Station,451950,516860,2,NZ 51950 16860,54.544342,-1.1984849
MYB,London Marylebone Rail Station,527550,182000,2,TQ 27550 82000,51.522522,-0.16291090
MTA,Mountain Ash Rail Station,304940,198960,1,ST 04940 98960,51.681329,-3.3763412
MTB,Matlock Bath Rail Station,429760,358445,4,SK 29760 58445,53.122353,-1.5567589
MAT,Matlock Rail Station,429605,360230,5,SK 29605 60230,53.138406,-1.5589108
MAX,Maxwell Park Rail Station,256770,662870,1,NS 56770 62870,55.837727,-4.2886918
MAY,Maybole Rail Station,229860,610030,1,NS 29860 10030,55.354735,-4.6852886
MZH,Maze Hill Rail Station,539175,177865,2,TQ 39175 77865,51.482623,0.0029141273
MBK,Millbrook (Hants) Rail Station,439900,112600,1,SU 39900 12600,50.911494,-1.4338425
MIC,Micheldever Rail Station,451772,142833,2,SU 51772 42833,51.182391,-1.2606777
MCN,Machynlleth Rail Station,274480,301320,1,SH 74480 01320,52.595135,-3.8545274
MIK,Micklefield Rail Station,444450,432712,2,SE 44450 32712,53.788835,-1.3267931
MBR,Middlesbrough Rail Station,449564,520702,1,NZ 49564 20702,54.579104,-1.2347172
MAI,Maidenhead Rail Station,488725,180745,1,SU 88725 80745,51.518667,-0.72266050
MDN,Maiden Newton Rail Station,359950,97980,1,SY 59950 97980,50.780005,-2.5694296
MDL,Middlewood Rail Station,394550,384790,1,SJ 94550 84790,53.359957,-2.0833531
MHS,Meadowhall Rail Station,439121,391345,3,SK 39121 91345,53.417465,-1.4128515
MEL,Meldreth Rail Station,537730,245500,1,TL 37730 45500,52.090715,0.0089412128
MKM,Melksham Rail Station,390040,164540,3,ST 90040 64540,51.379821,-2.1444970
MEO,Meols Rail Station,323350,389800,1,SJ 23350 89800,53.399438,-3.1542691
MES,Melton (Suffolk) Rail Station,628710,250380,1,TM 28710 50380,52.104437,1.3382366
MEN,Menheniot Rail Station,228970,61260,1,SX 28970 61260,50.426227,-4.4092229
MNN,Menston Rail Station,417480,444050,1,SE 17480 44050,53.892337,-1.7355101
MEC,Meols Cop Rail Station,335592,417083,2,SD 35592 17083,53.646270,-2.9758037
MEP,Meopham Rail Station,564100,167900,1,TQ 64100 67900,51.386422,0.35695150
MHM,Merstham Rail Station,529155,153291,1,TQ 29155 53291,51.264153,-0.15022568
MEV,Merthyr Vale Rail Station,307700,199500,1,ST 07700 99500,51.686644,-3.3365755
MER,Merthyr Tydfil Rail Station,305010,206000,5,SO 05010 06000,51.744620,-3.3772503
MEX,Mexborough Rail Station,447300,399600,1,SK 47300 99600,53.490991,-1.2885613
MFA,Morfa Mawddach Rail Station,262800,314100,1,SH 62800 14100,52.707126,-4.0321694
MFT,Mansfield Rail Station,453715,360850,4,SK 53715 60850,53.142099,-1.1984341
MSW,Mansfield Woodhouse Rail Station,453460,363235,3,SK 53460 63235,53.163561,-1.2018485
MAO,Martins Heron Rail Station,488820,168370,2,SU 88820 68370,51.407410,-0.72439665
MDG,Midgham Rail Station,457305,166647,1,SU 57305 66647,51.395973,-1.1777112
MIN,Milliken Park Rail Station,241400,662000,1,NS 41400 62000,55.825110,-4.5333579
MFD,Minffordd Ffestiniog Railway Station,259990,338530,2,SH 59990 38530,52.925874,-4.0842092
MFF,Minffordd Rail Station,259940,338560,2,SH 59940 38560,52.926130,-4.0849654
MIM,Moreton-in-Marsh Rail Station,420670,232690,3,SP 20670 32690,51.992279,-1.7003804
MSR,Minster Rail Station,631192,164122,2,TR 31192 64122,51.329173,1.3172166
MIR,Mirfield Rail Station,420410,419480,4,SE 20410 19480,53.671399,-1.6925450
MIS,Mistley Rail Station,611884,231722,1,TM 11884 31722,51.943629,1.0814001
MIJ,Mitcham Junction Rail Station,528270,167600,2,TQ 28270 67600,51.392948,-0.15775664
MNC,Markinch Rail Station,329940,701510,1,NO 29940 01510,56.201014,-3.1307868
MKC,Milton Keynes Central Rail Station,484189,238029,1,SP 84189 38029,52.034287,-0.77414607
MKR,Market Rasen Rail Station,510715,388740,2,TF 10715 88740,53.383911,-0.33689881
MLG,Mallaig Rail Station,167560,797060,1,NM 67560 97060,57.005987,-5.8295964
MLB,Millbrook (Beds) Rail Station,500707,240510,1,TL 00707 40510,52.053835,-0.53270310
MLD,Mouldsworth Rail Station,351220,370780,1,SJ 51220 70780,53.231804,-2.7322244
MAU,Mauldeth Road Rail Station,386195,392940,2,SJ 86195 92940,53.433060,-2.2092512
MFH,Milford Haven Rail Station,190026,206183,3,SM 90026 06183,51.714971,-5.0409684
MLF,Milford (Surrey) Rail Station,495406,141335,1,SU 95406 41335,51.163318,-0.63694836
MLN,Milngavie Rail Station,255535,674455,2,NS 55535 74455,55.941364,-4.3145803
MIL,Mill Hill Broadway Rail Station,521320,191925,2,TQ 21320 91925,51.613091,-0.24923971
MLH,Mill Hill (Lancs) Rail Station,367000,426680,1,SD 67000 26680,53.735456,-2.5017353
MLM,Millom Rail Station,317200,480200,1,SD 17200 80200,54.210822,-3.2710840
MCB,Moulsecoomb Rail Station,532530,106930,1,TQ 32530 06930,50.846720,-0.11884181
MIH,Mills Hill (Manchester) Rail Station,388734,406089,2,SD 88734 06089,53.551309,-2.1715128
MMO,Melton Mowbray Rail Station,475280,318740,2,SK 75280 18740,52.761029,-0.88586928
MVL,Malvern Link Rail Station,378223,247510,4,SO 78223 47510,52.125467,-2.3195115
MTM,Martin Mill Rail Station,634155,146600,1,TR 34155 46600,51.170676,1.3482171
DGT,Deansgate Rail Station,383434,397524,2,SJ 83434 97524,53.474182,-2.2510509
MIA,Manchester Airport Rail Station,381932,385387,1,SJ 81932 85387,53.365040,-2.2729795
MCO,Manchester Oxford Road Rail Station,384035,397505,2,SJ 84035 97505,53.474030,-2.2419954
MAN,Manchester Piccadilly Rail Station,384772,397873,2,SJ 84772 97873,53.477360,-2.2309099
MUF,Manchester United FC Rail Station,380800,396200,1,SJ 80800 96200,53.462192,-2.2906528
MCV,Manchester Victoria Rail Station,384000,399000,1,SJ 84000 99000,53.487467,-2.2425994
MRS,Monks Risborough Rail Station,480937,204765,1,SP 80937 04765,51.735761,-0.82933369
MRB,Manorbier Rail Station,207000,199400,1,SS 07000 99400,51.660157,-4.7918300
MNR,Manor Road Rail Station,322200,389300,1,SJ 22200 89300,53.394776,-3.1714376
MTV,Mount Vernon Rail Station,266485,662835,2,NS 66485 62835,55.840200,-4.1336691
MOB,Mobberley Rail Station,377875,381410,2,SJ 77875 81410,53.329138,-2.3336654
MRD,Morchard Road Rail Station,275000,105100,1,SS 75000 05100,50.831897,-3.7763657
MON,Monifieth Rail Station,349700,732300,1,NO 49700 32300,56.480111,-2.8182474
MTP,Montpelier Rail Station,359205,174540,2,ST 59205 74540,51.468348,-2.5886856
MTS,Montrose Rail Station,371200,758000,2,NO 71200 58000,56.712797,-2.4720742
MRR,Morar Rail Station,167800,793000,1,NM 67800 93000,56.969718,-5.8219175
MCM,Morecambe Rail Station,343210,464170,4,SD 43210 64170,54.070317,-2.8693080
MDS,Morden South Rail Station,525360,167880,2,TQ 25360 67880,51.396115,-0.19946099
MTN,Moreton (Dorset) Rail Station,377960,89090,2,SY 77960 89090,50.701029,-2.3134497
MRF,Moorfields Rail Station,334340,390650,1,SJ 34340 90650,53.408561,-2.9891878
MRF,Moorfields Rail Station,334341,390650,2,SJ 34341 90650,53.408561,-2.9891727
MRP,Moorthorpe Rail Station,446100,411160,2,SE 46100 11160,53.594995,-1.3049470
MSL,Mossley (Manchester) Rail Station,397360,402034,2,SD 97360 02034,53.514977,-2.0412819
DBG,Mottisfont & Dunbridge Rail Station,431855,126160,4,SU 31855 26160,51.033924,-1.5470848
MTH,Motherwell Rail Station,275054,657175,3,NS 75054 57175,55.791673,-3.9943252
MTG,Mottingham Rail Station,542580,173240,2,TQ 42580 73240,51.440217,0.050053948
MRT,Moreton (Merseyside) Rail Station,326074,390621,2,SJ 26074 90621,53.407205,-3.1135019
MOT,Motspur Park Rail Station,522575,167710,2,TQ 22575 67710,51.395195,-0.23953077
MRY,Maryport Rail Station,303840,536170,4,NY 03840 36170,54.711318,-3.4940743
MCH,March Rail Station,541857,297838,4,TL 41857 97838,52.559892,0.091197748
MOG,Moorgate Rail Station,532693,181683,3,TQ 32693 81683,51.518490,-0.088943407
MKT,Marks Tey Rail Station,591668,223925,1,TL 91668 23925,51.880937,0.78332739
MHR,Market Harborough Rail Station,474170,287425,4,SP 74170 87425,52.479720,-0.90933222
MLY,Morley Rail Station,427070,428250,1,SE 27070 28250,53.749922,-1.5909767
MPT,Morpeth Rail Station,420290,585385,4,NZ 20290 85385,55.162375,-1.6830745
MEY,Merryton Rail Station,275925,652365,1,NS 75925 52365,55.748705,-3.9782534
MSD,Moorside Rail Station,376770,402235,2,SD 76770 02235,53.516272,-2.3517994
MSK,Marske Rail Station,463500,521800,1,NZ 63500 21800,54.587416,-1.0189097
MSN,Marsden Rail Station,404680,411849,2,SE 04680 11849,53.603185,-1.9307498
MGN,Marston Green Rail Station,416700,285500,1,SP 16700 85500,52.467187,-1.7556069
MTL,Mortlake Rail Station,520465,175770,2,TQ 20465 75770,51.468085,-0.26710564
MYH,Maryhill Rail Station,256237,669560,2,NS 56237 69560,55.897629,-4.3007450
MYL,Maryland Rail Station,539183,184927,2,TQ 39183 84927,51.546080,0.0058151307
MUB,Musselburgh Rail Station,333050,671690,1,NT 33050 71690,55.933589,-3.0732008
MSS,Moses Gate Rail Station,373520,406670,1,SD 73520 06670,53.555980,-2.4011880
MSH,Mossley Hill Rail Station,339200,387300,1,SJ 39200 87300,53.379036,-2.9154430
MOS,Moss Side Rail Station,337940,430260,2,SD 37940 30260,53.764975,-2.9429345
